source,target
C00003663,ADRA2A
C00003663,MAOA
C00003663,SMAD3
C00003663,FYN
C00003663,CALCR
C00003663,OXTR
C00003663,PRKACB
C00003663,MMP9
C00003663,GAPDH
C00003663,ALPL
C00003663,PPARA
C00003663,GPR35
C00003663,IL1B
C00003663,AVPR1A
C00003663,PABPC1
C00003663,PPARG
C00003663,NCOA2
C00003663,BDKRB2
C00003663,GNAI1
C00003663,RAPGEF4
C00003663,SENP6
C00003663,TP53
C00003663,GCKR
C00003663,MTOR
C00003663,MAPK1
C00003663,MAP3K3
C00003663,NCOA1
C00003663,NFKB1
C00003663,HDAC3
C00003663,JUN
C00003663,AKT1
C00003663,CD8A
C00003663,IL2
C00003663,CD4
C00003663,TGFB1
C00003663,NFATC2
C00002491,APP
C00002491,NRP1
C00002491,JAK2
C00002491,GLP1R
C00002491,GNAS
C00002491,MYC
C00002491,UBA2
C00002491,PADI4
C00002491,CTNNB1
C00002491,PTPN22
C00002491,EPAS1
C00002491,UBE2I
C00002491,RAPGEF3
C00002491,STAT1
C00002491,EIF2AK3
C00002491,OXTR
C00002491,PRKACB
C00002491,GAPDH
C00002491,ALPL
C00002491,GPR35
C00002491,IL1B
C00002491,AVPR1A
C00002491,PABPC1
C00002491,PPARG
C00002491,NCOA2
C00002491,STAT3
C00002491,GNAI1
C00002491,RAPGEF4
C00002491,SENP6
C00002491,TP53
C00002491,MTOR
C00002491,MAPK1
C00002491,MAP3K3
C00002491,NCOA1
C00002491,NFKB1
C00002491,HDAC3
C00002491,AKT1
C00002491,SENP1
C00002491,ADIPOQ
C00002491,LEP
C00001539,NRP1
C00001539,GLP1R
C00001539,GNAS
C00001539,ATF6
C00001539,NR3C1
C00001539,UBA2
C00001539,PADI4
C00001539,PTPN22
C00001539,EPAS1
C00001539,UBE2I
C00001539,RAPGEF3
C00001539,OXTR
C00001539,PRKACB
C00001539,GAPDH
C00001539,GPR35
C00001539,IL1B
C00001539,AVPR1A
C00001539,PABPC1
C00001539,NCOA2
C00001539,GNAI1
C00001539,RAPGEF4
C00001539,SENP6
C00001539,TP53
C00001539,MTOR
C00001539,MAPK1
C00001539,MAP3K3
C00001539,NCOA1
C00001539,HDAC3
C00001539,JUN
C00001539,AKT1
C00001539,KDM6B
C00001539,KDM1B
C00001539,XRN1
C00001539,ASIC1
C00001539,RCOR2
C00003060,JUN
C00003060,ATF6
C00003060,TP53
C00003060,PRMT6
C00003060,HMGA2
C00003060,IVL
C00003060,NKX2-5
C00001224,GNAI1
C00001224,TP53
C00001224,TNF
C00001224,GLP1R
C00001224,GAPDH
C00001224,MAPK1
C00001224,PPARA
C00001224,ATF6
C00001224,NFKB1
C00001224,PPARG
C00001224,JUN
C00001224,HDAC1
C00001224,CTBP1
C00001224,JUP
C00001224,TLE2
C00001224,TLE1
C00000094,GNAI1
C00000094,NR3C1
C00000094,SMAD3
C00000094,MAPK1
C00000094,KDM6B
C00000094,RCOR2
C00000094,KDM1B
C00000094,XRN1
C00000094,ASIC1
C00001784,NFKB1
C00001784,STAT3
C00001784,MYC
C00001784,IL2RG
C00001784,IL2RB
C00001784,IL2RA
C00001784,EPAS1
C00001784,CD80
C00019064,NRP1
C00019064,GLP1R
C00019064,GNAS
C00019064,UBA2
C00019064,PTPN11
C00019064,PADI4
C00019064,CTNNB1
C00019064,PTPN22
C00019064,EPAS1
C00019064,UBE2I
C00019064,PTPN1
C00019064,RAPGEF3
C00019064,OXTR
C00019064,PRKACB
C00019064,GAPDH
C00019064,GPR35
C00019064,IL1B
C00019064,AVPR1A
C00019064,PABPC1
C00019064,NCOA2
C00019064,GNAI1
C00019064,RAPGEF4
C00019064,SENP6
C00019064,TP53
C00019064,MAPK1
C00019064,MAP3K3
C00019064,NCOA1
C00019064,HDAC3
C00019064,TOP2A
C00019064,AKT1
C00019064,PRMT6
C00019064,HMGA2
C00019064,NKX2-5
C00019064,IVL
C00000554,NCOA2
C00000554,PPARA
C00000554,ADIPOQ
C00000554,LEP
C00000554,TNF
C00000554,QPRT
C00003741,NRP1
C00003741,GLP1R
C00003741,GNAS
C00003741,UBA2
C00003741,PADI4
C00003741,CTNNB1
C00003741,PTPN22
C00003741,UBE2I
C00003741,EPAS1
C00003741,RAPGEF3
C00003741,OXTR
C00003741,PRKACB
C00003741,GAPDH
C00003741,GPR35
C00003741,IL1B
C00003741,AVPR1A
C00003741,PABPC1
C00003741,NCOA2
C00003741,GNAI1
C00003741,RAPGEF4
C00003741,SENP6
C00003741,TP53
C00003741,MAPK1
C00003741,MAP3K3
C00003741,NCOA1
C00003741,NFKB1
C00003741,HDAC3
C00003741,AKT1
C00003741,HDAC1
C00003741,JUP
C00003741,CTBP1
C00003741,TLE1
C00003741,TLE4
C00003825,PON1
C00003825,SLC2A4
C00003825,UCP1
C00003825,SERPINE1
C00003825,RETN
C00003825,RAPGEF4
C00000977,JUN
C00000977,PTPN1
C00000977,MMP9
C00000977,SENP1
C00000977,SENP6
C00000977,UBE2I
C00000977,PPARA
C00000977,ADIPOQ
C00037699,GNAI1
C00037699,CTNNB1
C00037699,PTPN22
C00037699,TP53
C00037699,UBE2I
C00037699,GAPDH
C00037699,MAPK1
C00037699,GPR35
C00037699,MAP3K3
C00037699,PABPC1
C00037699,UBA2
C00037699,QPRT
C00037699,ACP5
C00037699,NT5E
C00037699,NADSYN1
C00037699,ACPP
C00005010,RAPGEF4
C00005010,OXTR
C00005010,SENP6
C00005010,PRKACB
C00005010,NCOA2
C00005010,EPAS1
C00005010,NRP1
C00005010,GLP1R
C00005010,GNAS
C00005010,IL1B
C00005010,RAPGEF3
C00005010,MAP3K3
C00005010,NCOA1
C00005010,AVPR1A
C00005010,PABPC1
C00005010,HDAC3
C00005010,AKT1
C00005010,PADI4
C00005010,GIP
C00005010,NEUROG3
C00005010,SLC2A4
C00002647,GNAI1
C00002647,TP53
C00002647,TNF
C00002647,GLP1R
C00002647,MTOR
C00002647,GAPDH
C00002647,MAPK1
C00002647,PPARA
C00002647,ATF6
C00002647,NFKB1
C00002647,JUN
C00002647,CCL11
C00002647,CCL5
C00002647,CCL8
C00002647,CD8A
C00002647,IL2
C00001151,TP53
C00001151,GLP1R
C00001151,PPARA
C00001151,ATF6
C00001151,NFKB1
C00001151,JUN
C00001151,HDAC1
C00001151,CTBP1
C00001151,JUP
C00001151,TLE1
C00001151,TLE4
C00000615,APP
C00000615,NRP1
C00000615,JAK2
C00000615,GLP1R
C00000615,GNAS
C00000615,MYC
C00000615,HSPA8
C00000615,NR3C1
C00000615,UBA2
C00000615,PRKACA
C00000615,PTPN11
C00000615,PADI4
C00000615,CTNNB1
C00000615,PTPN22
C00000615,EPAS1
C00000615,UBE2I
C00000615,EGFR
C00000615,PTPN1
C00000615,RAPGEF3
C00000615,STAT1
C00000615,EIF2AK3
C00000615,GCK
C00000615,SMAD3
C00000615,OXTR
C00000615,PRKACB
C00000615,MMP9
C00000615,GAPDH
C00000615,ALPL
C00000615,GPR35
C00000615,IL1B
C00000615,AVPR1A
C00000615,PABPC1
C00000615,PPARG
C00000615,NCOA2
C00000615,STAT3
C00000615,GNAI1
C00000615,RAPGEF4
C00000615,SENP6
C00000615,TP53
C00000615,GCKR
C00000615,MTOR
C00000615,MAPK1
C00000615,MAP3K3
C00000615,NCOA1
C00000615,NFKB1
C00000615,HDAC3
C00000615,AKT1
C00000615,CCL11
C00000615,CCL5
C00000615,CCL8
C00000615,CD8A
C00000615,IL2
C00000207,LCK
C00000207,NRP1
C00000207,GLP1R
C00000207,GNAS
C00000207,ATF6
C00000207,NR3C1
C00000207,PADI4
C00000207,FLT1
C00000207,TNF
C00000207,MAPK14
C00000207,PRKCA
C00000207,EPAS1
C00000207,EGFR
C00000207,CCR5
C00000207,RAPGEF3
C00000207,ADRA2A
C00000207,MAOA
C00000207,FYN
C00000207,CALCR
C00000207,OXTR
C00000207,PRKACB
C00000207,MMP9
C00000207,PPARA
C00000207,IL1B
C00000207,AVPR1A
C00000207,PABPC1
C00000207,NCOA2
C00000207,BDKRB2
C00000207,GNAI1
C00000207,RAPGEF4
C00000207,SENP6
C00000207,TP53
C00000207,MAPK1
C00000207,NCOA1
C00000207,NFKB1
C00000207,JUN
C00000207,AKT1
C00000207,CD8A
C00000207,IL2
C00000207,CD4
C00000207,LPA
C00000207,CCL11
C00001431,GNAI1
C00001431,APP
C00001431,GLP1R
C00001431,MTOR
C00001431,GCKR
C00001431,GAPDH
C00001431,MAPK1
C00001431,NFKB1
C00001431,GCK
C00001431,NR3C1
C00001431,HDAC1
C00001431,CTBP1
C00001431,JUP
C00001431,TLE1
C00001431,TLE4
C00003047,NRP1
C00003047,GLP1R
C00003047,GNAS
C00003047,ATF6
C00003047,PADI4
C00003047,TNF
C00003047,EPAS1
C00003047,RAPGEF3
C00003047,OXTR
C00003047,PRKACB
C00003047,GAPDH
C00003047,PPARA
C00003047,IL1B
C00003047,AVPR1A
C00003047,PABPC1
C00003047,NCOA2
C00003047,GNAI1
C00003047,RAPGEF4
C00003047,SENP6
C00003047,TP53
C00003047,MAPK1
C00003047,NCOA1
C00003047,NFKB1
C00003047,HDAC3
C00003047,JUN
C00003047,AKT1
C00003047,PRMT6
C00003047,HMGA2
C00003047,IVL
C00003047,NKX2-5
C00001434,APP
C00001434,NRP1
C00001434,JAK2
C00001434,GLP1R
C00001434,GNAS
C00001434,NR3C1
C00001434,UBA2
C00001434,PADI4
C00001434,CTNNB1
C00001434,PTPN22
C00001434,EPAS1
C00001434,UBE2I
C00001434,RAPGEF3
C00001434,STAT1
C00001434,EIF2AK3
C00001434,GCK
C00001434,OXTR
C00001434,PRKACB
C00001434,GAPDH
C00001434,ALPL
C00001434,GPR35
C00001434,IL1B
C00001434,AVPR1A
C00001434,PABPC1
C00001434,PPARG
C00001434,NCOA2
C00001434,GNAI1
C00001434,RAPGEF4
C00001434,SENP6
C00001434,TP53
C00001434,GCKR
C00001434,MTOR
C00001434,MAPK1
C00001434,MAP3K3
C00001434,NCOA1
C00001434,NFKB1
C00001434,HDAC3
C00001434,AKT1
C00001434,PRSS58
C00001434,FTH1
C00001434,RPL14
C00001434,REG1A
C00001434,SPINK2
C00007184,PTPN1
C00007184,IL2RG
C00007184,IL2RB
C00007184,IL2RA
C00007184,EPAS1
C00007184,TNFRSF18
C00009880,RAPGEF4
C00009880,OXTR
C00009880,SENP6
C00009880,PRKACB
C00009880,NCOA2
C00009880,EPAS1
C00009880,NRP1
C00009880,GLP1R
C00009880,GNAS
C00009880,IL1B
C00009880,RAPGEF3
C00009880,MAP3K3
C00009880,NCOA1
C00009880,AVPR1A
C00009880,PABPC1
C00009880,HDAC3
C00009880,AKT1
C00009880,PADI4
C00009880,PRSS58
C00009880,FTH1
C00009880,RPL14
C00009880,REG1A
C00009880,SPINK2
C00000982,APP
C00000982,NRP1
C00000982,JAK2
C00000982,GLP1R
C00000982,GNAS
C00000982,NR3C1
C00000982,UBA2
C00000982,PADI4
C00000982,PTPN22
C00000982,MAPK14
C00000982,EPAS1
C00000982,UBE2I
C00000982,PTPN1
C00000982,RAPGEF3
C00000982,STAT1
C00000982,EIF2AK3
C00000982,OXTR
C00000982,PRKACB
C00000982,PON1
C00000982,GAPDH
C00000982,ALPL
C00000982,PPARA
C00000982,GPR35
C00000982,IL1B
C00000982,AVPR1A
C00000982,PABPC1
C00000982,PPARG
C00000982,NCOA2
C00000982,GNAI1
C00000982,RAPGEF4
C00000982,SENP6
C00000982,TP53
C00000982,MTOR
C00000982,MAPK1
C00000982,MAP3K3
C00000982,CALM1
C00000982,NCOA1
C00000982,NFKB1
C00000982,HDAC3
C00000982,AKT1
C00000982,SENP1
C00000982,PRSS58
C00000982,FTH1
C00000152,RAPGEF4
C00000152,OXTR
C00000152,SENP6
C00000152,PRKACB
C00000152,NCOA2
C00000152,EPAS1
C00000152,NRP1
C00000152,GLP1R
C00000152,GNAS
C00000152,IL1B
C00000152,RAPGEF3
C00000152,MAP3K3
C00000152,NCOA1
C00000152,AVPR1A
C00000152,PABPC1
C00000152,HDAC3
C00000152,AKT1
C00000152,PADI4
C00000152,CCL11
C00000152,CCL5
C00000152,CCL8
C00000152,CD8A
C00000152,IL2
C00031401,NRP1
C00031401,GLP1R
C00031401,GNAS
C00031401,UBA2
C00031401,PTPN11
C00031401,PADI4
C00031401,CTNNB1
C00031401,PTPN22
C00031401,EPAS1
C00031401,UBE2I
C00031401,RAPGEF3
C00031401,OXTR
C00031401,PRKACB
C00031401,GAPDH
C00031401,GPR35
C00031401,IL1B
C00031401,AVPR1A
C00031401,PABPC1
C00031401,GNAI1
C00031401,RAPGEF4
C00031401,SENP6
C00031401,TP53
C00031401,MAPK1
C00031401,MAP3K3
C00031401,NCOA1
C00031401,HDAC3
C00031401,AKT1
C00031401,HIF1A
C00031401,MAP2K7
C00031401,MAPK8IP3
C00031401,LRP8
C00010794,NFKB1
C00010794,STAT3
C00010794,MYC
C00010794,ADCYAP1R1
C00010794,NPPA
C00010794,RFX6
C00010794,PLAGL1
C00010794,HDAC1
C00002668,NRP1
C00002668,JAK2
C00002668,GLP1R
C00002668,GNAS
C00002668,ATF6
C00002668,UBA2
C00002668,PADI4
C00002668,CTNNB1
C00002668,PTPN22
C00002668,EPAS1
C00002668,UBE2I
C00002668,RAPGEF3
C00002668,EIF2AK3
C00002668,OXTR
C00002668,PRKACB
C00002668,MMP9
C00002668,GAPDH
C00002668,GPR35
C00002668,IL1B
C00002668,AVPR1A
C00002668,PABPC1
C00002668,NCOA2
C00002668,GNAI1
C00002668,RAPGEF4
C00002668,SENP6
C00002668,TP53
C00002668,MAPK1
C00002668,MAP3K3
C00002668,NCOA1
C00002668,HDAC3
C00002668,JUN
C00002668,AKT1
C00002668,ALB
C00002668,CCL11
C00002668,CCL5
C00002668,CCL8
C00002668,CD8A
C00002668,IL2
C00007363,GNAI1
C00007363,TP53
C00007363,GLP1R
C00007363,GAPDH
C00007363,ATF6
C00007363,JUN
C00007363,SIRT1
C00007363,SOD2
C00007363,CAT
C00007363,TRPC3
C00007363,TRPC4
C00007444,APP
C00007444,NRP1
C00007444,JAK2
C00007444,GLP1R
C00007444,GNAS
C00007444,ATF6
C00007444,HSPA8
C00007444,NR3C1
C00007444,UBA2
C00007444,PRKACA
C00007444,PADI4
C00007444,CTNNB1
C00007444,PTPN22
C00007444,EPAS1
C00007444,INSR
C00007444,UBE2I
C00007444,EGFR
C00007444,RAPGEF3
C00007444,STAT1
C00007444,EIF2AK3
C00007444,GCK
C00007444,SMAD3
C00007444,OXTR
C00007444,PRKACB
C00007444,GAPDH
C00007444,ALPL
C00007444,GPR35
C00007444,IL1B
C00007444,AVPR1A
C00007444,PABPC1
C00007444,PPARG
C00007444,NCOA2
C00007444,GNAI1
C00007444,RAPGEF4
C00007444,SENP6
C00007444,TP53
C00007444,TRPM4
C00007444,GCKR
C00007444,MTOR
C00007444,MAPK1
C00007444,MAP3K3
C00007444,NCOA1
C00007444,NFKB1
C00007444,HDAC3
C00007444,JUN
C00007444,AKT1
C00007444,KDM1B
C00007444,KDM6B
C00007444,RCOR2
C00007444,XRN1
C00007444,ASIC1
C00029329,RAPGEF4
C00029329,OXTR
C00029329,SENP6
C00029329,TP53
C00029329,PRKACB
C00029329,EPAS1
C00029329,NRP1
C00029329,GLP1R
C00029329,GNAS
C00029329,IL1B
C00029329,RAPGEF3
C00029329,NCOA1
C00029329,AVPR1A
C00029329,PABPC1
C00029329,NCOA2
C00029329,AKT1
C00029329,PADI4
C00029329,PRMT6
C00029329,HMGA2
C00029329,NKX2-5
C00029329,IVL
C00001121,PPARA
C00001121,NFKB1
C00001121,TP53
C00001121,HDAC1
C00001121,CTBP1
C00001121,JUP
C00001121,TLE2
C00001121,TLE4
C00030754,APP
C00030754,JAK2
C00030754,NRP1
C00030754,GLP1R
C00030754,GNAS
C00030754,UBA2
C00030754,PADI4
C00030754,PTPN22
C00030754,EPAS1
C00030754,UBE2I
C00030754,RAPGEF3
C00030754,STAT1
C00030754,EIF2AK3
C00030754,OXTR
C00030754,PRKACB
C00030754,GAPDH
C00030754,ALPL
C00030754,GPR35
C00030754,IL1B
C00030754,AVPR1A
C00030754,PABPC1
C00030754,PPARG
C00030754,NCOA2
C00030754,GNAI1
C00030754,RAPGEF4
C00030754,SENP6
C00030754,TP53
C00030754,MAPK1
C00030754,MAP3K3
C00030754,NCOA1
C00030754,NFKB1
C00030754,HDAC3
C00030754,AKT1
C00030754,ALB
C00030754,CCL11
C00030754,CCL5
C00030754,CCL8
C00030754,CD8A
C00030754,IL2
C00002689,RAPGEF4
C00002689,OXTR
C00002689,SENP6
C00002689,TP53
C00002689,PRKACB
C00002689,NCOA2
C00002689,EPAS1
C00002689,NRP1
C00002689,GLP1R
C00002689,GNAS
C00002689,IL1B
C00002689,RAPGEF3
C00002689,NCOA1
C00002689,AVPR1A
C00002689,PABPC1
C00002689,HDAC3
C00002689,PADI4
C00002689,LEP
C00002689,ADIPOQ
C00002689,PPARA
C00002689,TNF
C00002689,CCL11
C00009516,NRP1
C00009516,GLP1R
C00009516,GNAS
C00009516,UBA2
C00009516,PADI4
C00009516,CTNNB1
C00009516,PTPN22
C00009516,EPAS1
C00009516,UBE2I
C00009516,RAPGEF3
C00009516,OXTR
C00009516,PRKACB
C00009516,GAPDH
C00009516,IL1B
C00009516,GPR35
C00009516,AVPR1A
C00009516,PABPC1
C00009516,NCOA2
C00009516,GNAI1
C00009516,RAPGEF4
C00009516,SENP6
C00009516,TP53
C00009516,MAPK1
C00009516,MAP3K3
C00009516,NCOA1
C00009516,HDAC3
C00009516,AKT1
C00009516,APOA2
C00009516,SREBF2
C00009516,SENP1
C00002762,NRP1
C00002762,GLP1R
C00002762,GNAS
C00002762,ATF6
C00002762,PADI4
C00002762,TNF
C00002762,EPAS1
C00002762,RAPGEF3
C00002762,OXTR
C00002762,PRKACB
C00002762,PPARA
C00002762,IL1B
C00002762,AVPR1A
C00002762,PABPC1
C00002762,NCOA2
C00002762,GNAI1
C00002762,RAPGEF4
C00002762,SENP6
C00002762,TP53
C00002762,MAPK1
C00002762,NCOA1
C00002762,NFKB1
C00002762,HDAC3
C00002762,JUN
C00002762,AKT1
C00002762,SENP1
C00002762,UBE2I
C00002762,LEP
C00002762,ADIPOQ
C00003522,LCK
C00003522,CALCR
C00003522,FLT1
C00003522,TP53
C00003522,MAPK14
C00003522,MMP9
C00003522,PRKCA
C00003522,FYN
C00003522,EGFR
C00003522,CCR5
C00003522,NR3C1
C00003522,MAPK1
C00003522,ATF6
C00003522,PTPN1
C00003522,AVPR1A
C00003522,JUN
C00003522,BDKRB2
C00003522,ADRA2A
C00003522,MAOA
C00003522,HDAC1
C00003522,JUP
C00003522,CTBP1
C00003522,TLE2
C00003522,TLE1
C00001183,NRP1
C00001183,GLP1R
C00001183,GNAS
C00001183,ATF6
C00001183,PADI4
C00001183,TNF
C00001183,EPAS1
C00001183,RAPGEF3
C00001183,FTO
C00001183,OXTR
C00001183,PRKACB
C00001183,PPARA
C00001183,IL1B
C00001183,AVPR1A
C00001183,PABPC1
C00001183,NCOA2
C00001183,GNAI1
C00001183,RAPGEF4
C00001183,SENP6
C00001183,TP53
C00001183,MAPK1
C00001183,NCOA1
C00001183,NFKB1
C00001183,JUN
C00001183,AKT1
C00001183,HNRNPD
C00001183,PRMT6
C00001183,HMGA2
C00001183,NKX2-5
C00001183,IVL
C00001205,GNAI1
C00001205,TP53
C00001205,GLP1R
C00001205,GAPDH
C00001205,ATF6
C00001205,JUN
C00001205,HDAC1
C00001205,CTBP1
C00001205,JUP
C00001205,TLE4
C00001205,TLE2
C00037506,PTPN1
C00037506,HIF1A
C00037506,SENP1
C00037506,SENP6
C00037506,UBE2I
C00037506,VWF
C00015189,OXTR
C00015189,SENP6
C00015189,ALPL
C00015189,MAP3K3
C00015189,AVPR1A
C00015189,HDAC3
C00015189,PADI4
C00015189,ADIPOQ
C00015189,LEP
C00015189,PPARA
C00015189,TNF
C00015189,SENP1
C00029544,JUN
C00029544,ATF6
C00029544,TP53
C00029544,PRMT6
C00029544,HMGA2
C00029544,IVL
C00029544,NKX2-5
C00001198,JUN
C00001198,ATF6
C00001198,TP53
C00001198,SRC
C00001198,PLAGL1
C00001198,ADCYAP1R1
C00001198,NPPA
C00001198,RFX6
C00001198,HDAC1
C00000775,NRP1
C00000775,GLP1R
C00000775,GNAS
C00000775,UBA2
C00000775,PADI4
C00000775,PTPN22
C00000775,EPAS1
C00000775,UBE2I
C00000775,RAPGEF3
C00000775,OXTR
C00000775,PRKACB
C00000775,GAPDH
C00000775,GPR35
C00000775,IL1B
C00000775,AVPR1A
C00000775,PABPC1
C00000775,NCOA2
C00000775,RAPGEF4
C00000775,SENP6
C00000775,TP53
C00000775,MAP3K3
C00000775,NCOA1
C00000775,HDAC3
C00000775,AKT1
C00000775,KDM1B
C00000775,KDM6B
C00000775,RCOR2
C00000775,XRN1
C00000775,ASIC1
C00050581,GNAI1
C00050581,GAPDH
C00050581,MAPK1
C00050581,SENP1
C00050581,SENP6
C00050581,UBE2I
C00050581,APOA2
C00050581,SREBF2
C00002770,GNAI1
C00002770,CTNNB1
C00002770,FYN
C00002770,PTPN22
C00002770,TP53
C00002770,UBE2I
C00002770,GAPDH
C00002770,MAPK1
C00002770,GPR35
C00002770,MAP3K3
C00002770,PABPC1
C00002770,JUN
C00002770,UBA2
C00002770,IL2RG
C00002770,IL2RB
C00002770,IL2RA
C00002770,EPAS1
C00002770,CD80
C00004579,GNAI1
C00004579,MTOR
C00004579,GAPDH
C00004579,TOP2A
C00004579,CREBBP
C00004579,MAPK1
C00004579,NR3C1
C00004579,SIRT1
C00004579,KLC1
C00004579,TRPC3
C00004579,TRPC4
C00004579,PLCB2
C00002499,NRP1
C00002499,GLP1R
C00002499,GNAS
C00002499,NR3C1
C00002499,PADI4
C00002499,EPAS1
C00002499,PTPN1
C00002499,RAPGEF3
C00002499,OXTR
C00002499,PRKACB
C00002499,GAPDH
C00002499,IL1B
C00002499,AVPR1A
C00002499,PABPC1
C00002499,NCOA2
C00002499,GNAI1
C00002499,RAPGEF4
C00002499,SENP6
C00002499,TP53
C00002499,MAPK1
C00002499,NCOA1
C00002499,HDAC3
C00002499,AKT1
C00002499,CCL11
C00002499,CCL5
C00002499,CCL8
C00002499,CD8A
C00002499,IL2
C00005525,GAPDH
C00005525,KLC1
C00005525,TRPC3
C00005525,TRPC4
C00005525,PLCB2
C00005525,STIM1
C00001429,GNAI1
C00001429,APP
C00001429,MTNR1A
C00001429,MTNR1B
C00001429,GLP1R
C00001429,GCKR
C00001429,GAPDH
C00001429,MTOR
C00001429,MAPK1
C00001429,NFKB1
C00001429,GCK
C00001429,NR3C1
C00001429,FTO
C00001429,CDKAL1
C00001429,IGF2BP2
C00001429,WFS1
C00001429,NEUROG3
C00000919,GNAI1
C00000919,OXTR
C00000919,SENP6
C00000919,TP53
C00000919,GLP1R
C00000919,MTOR
C00000919,GAPDH
C00000919,MAPK1
C00000919,MAP3K3
C00000919,AVPR1A
C00000919,HDAC3
C00000919,PADI4
C00000919,PRMT6
C00000919,HMGA2
C00000919,IVL
C00000919,NKX2-5
C00002558,PTPN1
C00002558,KLC1
C00002558,TRPC3
C00002558,TRPC4
C00002558,PLCB2
C00002558,STIM1
C00031697,APP
C00031697,NRP1
C00031697,JAK2
C00031697,GLP1R
C00031697,GNAS
C00031697,UBA2
C00031697,PTPN11
C00031697,PADI4
C00031697,CTNNB1
C00031697,PTPN22
C00031697,EPAS1
C00031697,UBE2I
C00031697,PTPN1
C00031697,RAPGEF3
C00031697,STAT1
C00031697,EIF2AK3
C00031697,OXTR
C00031697,PRKACB
C00031697,GAPDH
C00031697,ALPL
C00031697,GPR35
C00031697,IL1B
C00031697,AVPR1A
C00031697,PABPC1
C00031697,PPARG
C00031697,STAT3
C00031697,GNAI1
C00031697,RAPGEF4
C00031697,TP53
C00031697,MAPK1
C00031697,MAP3K3
C00031697,NCOA1
C00031697,NFKB1
C00031697,HDAC3
C00031697,AKT1
C00031697,SENP1
C00031697,SENP6
C00031697,APOA2
C00031697,SREBF2
C00001752,RAPGEF4
C00001752,OXTR
C00001752,SENP6
C00001752,PRKACB
C00001752,NCOA2
C00001752,EPAS1
C00001752,NRP1
C00001752,GLP1R
C00001752,GNAS
C00001752,IL1B
C00001752,RAPGEF3
C00001752,MAP3K3
C00001752,NCOA1
C00001752,AVPR1A
C00001752,PABPC1
C00001752,HDAC3
C00001752,AKT1
C00001752,PADI4
C00001752,SLC39A14
C00001752,ADPRM
C00001752,GK
C00001752,SENP1
C00001678,GNAI1
C00001678,ADRA2A
C00001678,NR3C1
C00001678,GAPDH
C00001678,MAPK1
C00001678,GK2
C00001678,TF
C00001678,ACLY
C00001678,TMPRSS6
C00001678,GPAM
C00001497,GNAI1
C00001497,RAPGEF4
C00001497,APP
C00001497,TP53
C00001497,GLP1R
C00001497,GCKR
C00001497,MTOR
C00001497,MAPK1
C00001497,ATF6
C00001497,GCK
C00001497,JUN
C00001497,KDM1B
C00001497,KDM6B
C00001497,RCOR2
C00001497,XRN1
C00001497,ASIC1
C00020592,PTPN1
C00020592,APOA2
C00020592,SREBF2
C00020592,SENP1
C00020592,SENP6
C00020592,UBE2I
C00003648,GNAI1
C00003648,TOP2B
C00003648,TP53
C00003648,GLP1R
C00003648,GAPDH
C00003648,PPARA
C00003648,NFKB1
C00003648,TOP2A
C00003648,PRMT6
C00003648,HMGA2
C00003648,IVL
C00003648,NKX2-5
C00000805,GNAI1
C00000805,TP53
C00000805,TNF
C00000805,GLP1R
C00000805,MAPK1
C00000805,PPARA
C00000805,ATF6
C00000805,NFKB1
C00000805,JUN
C00000805,PRMT6
C00000805,HMGA2
C00000805,IVL
C00000805,NKX2-5
C00000003,NRP1
C00000003,GLP1R
C00000003,GNAS
C00000003,ATF6
C00000003,PADI4
C00000003,TNF
C00000003,EPAS1
C00000003,RAPGEF3
C00000003,OXTR
C00000003,PRKACB
C00000003,PPARA
C00000003,IL1B
C00000003,AVPR1A
C00000003,PABPC1
C00000003,NCOA2
C00000003,GNAI1
C00000003,RAPGEF4
C00000003,SENP6
C00000003,TP53
C00000003,MAPK1
C00000003,NCOA1
C00000003,NFKB1
C00000003,HDAC3
C00000003,JUN
C00000003,AKT1
C00000003,PRMT6
C00000003,HMGA2
C00000003,NKX2-5
C00000003,IVL
C00001783,GNAI1
C00001783,LCK
C00001783,CALCR
C00001783,FLT1
C00001783,TP53
C00001783,MAPK14
C00001783,MMP9
C00001783,PRKCA
C00001783,FYN
C00001783,EGFR
C00001783,GLP1R
C00001783,CCR5
C00001783,NR3C1
C00001783,MAPK1
C00001783,ATF6
C00001783,AVPR1A
C00001783,JUN
C00001783,BDKRB2
C00001783,ADRA2A
C00001783,MAOA
C00001783,GPAM
C00001783,ADPRM
C00001783,GNPAT
C00001783,GPD1
C00001783,GPD2
C00000096,GNAI1
C00000096,GAPDH
C00000096,KDM1B
C00000096,KDM6B
C00000096,RCOR2
C00000096,XRN1
C00000096,ASIC1
C00002682,APP
C00002682,JAK2
C00002682,NRP1
C00002682,GLP1R
C00002682,GNAS
C00002682,UBA2
C00002682,PADI4
C00002682,CTNNB1
C00002682,PTPN22
C00002682,EPAS1
C00002682,UBE2I
C00002682,RAPGEF3
C00002682,STAT1
C00002682,EIF2AK3
C00002682,OXTR
C00002682,PRKACB
C00002682,GAPDH
C00002682,ALPL
C00002682,GPR35
C00002682,IL1B
C00002682,AVPR1A
C00002682,PABPC1
C00002682,PPARG
C00002682,NCOA2
C00002682,GNAI1
C00002682,RAPGEF4
C00002682,SENP6
C00002682,TP53
C00002682,MAPK1
C00002682,MAP3K3
C00002682,NCOA1
C00002682,NFKB1
C00002682,HDAC3
C00002682,AKT1
