Name,Protopine,Testosterone,Glycycoumarin,Spermine,Guanosine,Hirsutrin,Isorhamnetin,Vitamin A,Licuroside,Myoinositol,Lycopene,Pregnenolone,Octadecanoic acid,Quinic acid,Naringin,Methyl rosmarinate,Malic acid,Loganin,Uracil,Quercetin,Kaempferol 3-glucuronide,Isoferulic acid,Tanshinone II,Acetylursolic acid,Riboflavin,Apigenin,Myricetin,alpha-Tocopherol,Sigmoidin B,Glycyrrhetinic acid,Ellagic acid,Coumarin,Sanguinarine,Ferruginol,Oleic acid,Glisoflavone,Liquiritin,(+)-S-Carvone,(-)-Jasmonic acid,Glycyrol,Tetrahydroalstonine,Isoschaftoside,Chelerythrine,Citric acid,Chrysoeriol,Isobavachalcone,3-O-Caffeoylquinic acid,Berberine,Trigonelline,Rutin,7-Hydroxycoumarin,Isoliquiritigenin,1 3 7-Trihydroxyxanthone,Echinatin,Oestrone,Peucedanin,Folic acid,alpha-Terpinene,Linoleic acid,N6-(delta2-Isopentenyl)adenine,Vindoline,Oleanolic acid,6-Hydroxymellein,Betulinic acid,3' 4' 7-Trihydroxyflavone,Liquiritigenin,Punicalin,Isolicoflavonol,Gallic acid,Sucrose,Caffeic acid,Benzoic acid,Spermidine,(R)-linalool,Tryptamine,Isoliquiritin,Semilicoisoflavone B,Naringenin,p-Coumaric acid,Tanshinone I,Sweroside,3 4-Dihydroxybenzoic acid,delta-Tocopherol,Adenosine,(6S 9R)-Roseoside,beta-D-Glucosamine,Methyl 3 4 5-trihydroxybenzoate,Acetovanillone,6 8-Diprenylgenistein,Myristicin,Glycyrrhizic acid,Fumaric acid,Succinic acid,Miltirone,Gancaonin U,4-Terpineol,Oxalic acid,Thiamine,Dihydrotanshinone I,Labiatenic acid,Fisetin,Scopoletin,Isorhamnetin 3-O-beta-D-glucopyranoside,Serotonin,beta-Carotene,Phaseollidin,Cryptotanshinone,Mitraphylline,Ajmalicine,3' 5'-cyclic AMP,Glycyrrhisoflavone,Cholesterol,alpha-Pinene,Gibberellin A3,Vincristine,9-Ribosyl-trans-zeatin,Vanillic acid,Isoprene,Vincamine,Salicylic acid,Vanillin,Formononetin,beta-Monoolein,Indole-3-acetic acid,trans-Zeatin,2'-Hydroxygenistein,Kaempferol,Coumestrol,L-Phenylalanine,Isoglycyrol,Loganic acid,Palmitic acid
3' 4' 7-Trihydroxyflavone,0.457446814,0.215909094,0.574712634,0.0625,0.163742691,0.702970326,0.876543224,0.142857149,0.568421066,0.089743592,0.115384616,0.181818187,0.129870132,0.123595506,0.515789449,0.440860212,0.132530123,0.189189196,0.113402061,0.887499988,0.650943398,0.486842096,0.293577969,0.189473689,0.163398698,0.957746506,0.887499988,0.463414639,0.67469877,0.222222224,0.511904776,0.5,0.216494843,0.392405063,0.19480519,0.772151887,0.515789449,0.113924049,0.209876537,0.469026536,0.28873238,0.809523821,0.216494843,0.123595506,0.986111104,0.643835604,0.373737365,0.27966103,0.266666681,0.702970326,0.512499988,0.661971807,0.730769217,0.694444418,0.361445785,0.411214948,0.192307696,0.111111112,0.192307696,0.111111112,0.315789461,0.166666672,0.5,0.146067411,1,0.604938269,0.450980395,0.829268277,0.444444448,0.108695649,0.439999998,0.319444448,0.0625,0.144578308,0.222222224,0.600000024,0.715909064,0.604938269,0.400000006,0.301886797,0.189189196,0.430555552,0.474999994,0.176470593,0.207547173,0.122448981,0.472972959,0.5,0.734177232,0.44155845,0.224299058,0.173333332,0.131578952,0.413043469,0.474999994,0.144578308,0.105263159,0.136054426,0.551020384,0.440860212,0.887499988,0.543209851,0.69607842,0.288888901,0.108433738,0.534883738,0.540816307,0.294573635,0.28873238,0.174496651,0.772151887,0.141176477,0.111111112,0.174757287,0.286585361,0.180000007,0.479452044,0.081081077,0.22012578,0.438356161,0.5,0.730769217,0.209302321,0.271739125,0.13333334,0.721518993,0.850000024,0.378378391,0.275862068,0.420168072,0.192660555,0.129870132
Liquiritigenin,0.506024122,0.233766228,0.488095224,0.073529415,0.183544308,0.509433985,0.538461566,0.119999997,0.556818187,0.17741935,0.086956523,0.243243247,0.229508191,0.222222224,0.808219194,0.435294122,0.24242425,0.200000003,0.078651689,0.544444442,0.53773582,0.364864856,0.316326529,0.262499988,0.194244608,0.628205121,0.544444442,0.661538482,0.867647052,0.240506336,0.513157904,0.439999998,0.218390808,0.441176474,0.230769232,0.523809552,0.808219194,0.085714288,0.246376812,0.439252347,0.295454532,0.647058845,0.218390808,0.239436626,0.597561002,0.521126747,0.377777785,0.263636351,0.307692319,0.509433985,0.453333348,0.536231875,0.556962013,0.571428597,0.442857146,0.362745106,0.225352108,0.083333336,0.227272734,0.113207549,0.369747907,0.223684207,0.625,0.216216221,0.604938269,1,0.528089881,0.550561786,0.460317463,0.200000003,0.315068483,0.383333325,0.073529415,0.169014081,0.240506336,0.590361416,0.527472556,1,0.328571439,0.32631579,0.200000003,0.444444448,0.682539701,0.223140493,0.234042555,0.209876537,0.492307693,0.523809552,0.543209851,0.394366205,0.252631575,0.134328365,0.213114753,0.356321841,0.394736856,0.169014081,0.125,0.139705881,0.428571433,0.435294122,0.544444442,0.430379748,0.504672885,0.316455692,0.081081077,0.666666687,0.418367356,0.30252102,0.295454532,0.198529407,0.523809552,0.16438356,0.083333336,0.25287357,0.317880809,0.213235289,0.5,0.0625,0.272727281,0.524590135,0.569230795,0.556962013,0.277777791,0.3125,0.137614682,0.550000012,0.563218415,0.396039605,0.375,0.509615362,0.20408164,0.229508191
Punicalin,0.430000007,0.153061226,0.40196079,0.058139537,0.22023809,0.547826111,0.423423409,0.096774191,0.565656543,0.166666672,0.068965517,0.145833328,0.177215189,0.218390808,0.648351669,0.443298966,0.219512194,0.326923072,0.075471699,0.414414406,0.521008432,0.383720934,0.278260857,0.252631575,0.218543053,0.421568632,0.414414406,0.448275864,0.526315808,0.183673471,0.727272749,0.431818187,0.227722779,0.303370774,0.166666672,0.377358496,0.648351669,0.056179777,0.16853933,0.508771956,0.25999999,0.504761934,0.227722779,0.218390808,0.460784316,0.32631579,0.463917524,0.308333337,0.25,0.547826111,0.443181813,0.333333343,0.355769217,0.376344085,0.279569894,0.353448272,0.230769232,0.06666667,0.164705887,0.114754096,0.371212125,0.16842106,0.588235319,0.173913047,0.450980395,0.528089881,1,0.380530983,0.428571433,0.349999994,0.325581402,0.311688304,0.058139537,0.122222222,0.171717167,0.578947365,0.401785702,0.528089881,0.290697664,0.285714298,0.339805812,0.415584415,0.441860467,0.248120308,0.300970882,0.318181813,0.493506491,0.390243888,0.349056602,0.360465109,0.330097079,0.132530123,0.164556965,0.247706428,0.377777785,0.122222222,0.111111112,0.130718961,0.338983059,0.443298966,0.414414406,0.488636374,0.556521714,0.232323229,0.065217391,0.4375,0.330508471,0.262773722,0.25999999,0.231292516,0.377358496,0.119565219,0.054945055,0.257425755,0.323170722,0.244897962,0.480519474,0.048780486,0.273885339,0.423076928,0.395348847,0.355769217,0.309523821,0.24242425,0.136000007,0.352380961,0.387387395,0.543689311,0.244680852,0.5625,0.320388347,0.177215189
Isolicoflavonol,0.380952388,0.223404258,0.576086938,0.056818184,0.169491529,0.747572839,0.927710831,0.155555561,0.524271846,0.08139535,0.130952388,0.204301074,0.117647059,0.125,0.475728154,0.392156869,0.120879121,0.1965812,0.115384616,0.939024389,0.726415098,0.390804589,0.262711853,0.209999993,0.169811323,0.860759497,0.939024389,0.406593412,0.597826064,0.24210526,0.421052635,0.454545468,0.17757009,0.340909094,0.176470593,0.720930219,0.475728154,0.129411772,0.204545453,0.449999988,0.290540546,0.758241773,0.17757009,0.125,0.819277108,0.620253146,0.333333343,0.232558146,0.244897962,0.747572839,0.465909094,0.594936728,0.722891569,0.625,0.32967034,0.37068966,0.182926834,0.126436785,0.174418598,0.121951222,0.297872335,0.189473689,0.457446814,0.157894731,0.829268277,0.550561786,0.380530983,1,0.3493976,0.100000001,0.348837197,0.287499994,0.056818184,0.157303378,0.20408164,0.551020384,0.65625,0.550561786,0.361445785,0.269565225,0.1965812,0.337349385,0.415730327,0.166666672,0.214285716,0.113207549,0.376470596,0.397590369,0.746987939,0.352272719,0.241071433,0.156626508,0.119047619,0.408163279,0.415730327,0.157303378,0.108433738,0.129032254,0.553398073,0.392156869,0.939024389,0.445652187,0.740384638,0.265306115,0.123595506,0.538461566,0.543689311,0.286764711,0.290540546,0.173076928,0.720930219,0.15384616,0.126436785,0.183486238,0.280701756,0.18589744,0.380952388,0.086419754,0.209580839,0.395061731,0.402298838,0.722891569,0.191489369,0.262626261,0.142857149,0.714285731,0.974683523,0.341666669,0.252631575,0.3828125,0.200000003,0.117647059
Gallic acid,0.394366205,0.131147534,0.319999993,0.06818182,0.110344827,0.313725501,0.390243888,0.094339624,0.290697664,0.119047619,0.04255319,0.137931034,0.224999994,0.192307696,0.376623362,0.371428579,0.217391297,0.105882354,0.07692308,0.395061731,0.292452842,0.53061223,0.240963861,0.13636364,0.157024801,0.402777791,0.395061731,0.344262302,0.463768125,0.161290318,0.589285731,0.3898305,0.230769232,0.384615391,0.200000003,0.378378391,0.376623362,0.041666668,0.200000003,0.319587618,0.178861782,0.34117648,0.230769232,0.192307696,0.438356161,0.413793117,0.361111104,0.25555557,0.461538464,0.313725501,0.406779647,0.428571433,0.347222209,0.423728824,0.415094346,0.269662917,0.193548381,0.039999999,0.195652172,0.095238097,0.24545455,0.155172408,0.516666651,0.163636357,0.444444448,0.460317463,0.428571433,0.3493976,1,0.084745765,0.590909064,0.727272749,0.06818182,0.096153848,0.241379306,0.30864197,0.34523809,0.460317463,0.522727251,0.25,0.105882354,0.969696999,0.355932206,0.140186921,0.097560972,0.107692309,0.868421078,0.590909064,0.337837845,0.431372553,0.134146348,0.219512194,0.230769232,0.260273963,0.403508782,0.096153848,0.243243247,0.131578952,0.252747267,0.371428579,0.395061731,0.449999988,0.310679615,0.344827592,0.03846154,0.342857152,0.25555557,0.205607474,0.178861782,0.122950822,0.378378391,0.09259259,0.039999999,0.121621624,0.184931502,0.13934426,0.842105269,0.050000001,0.164179102,0.763157904,0.519999981,0.347222209,0.157894731,0.338983059,0.126436785,0.342465758,0.358024687,0.369047612,0.351851851,0.310000002,0.108433738,0.224999994
Sucrose,0.141176477,0.196428567,0.127906978,0.097560972,0.177777782,0.269230783,0.098039217,0.166666672,0.362500012,0.40625,0.119047619,0.207547173,0.270270258,0.304347813,0.368421048,0.236842111,0.317073166,0.460317463,0.079365082,0.099009901,0.261682242,0.106060609,0.109890111,0.303571433,0.131147534,0.112359554,0.099009901,0.230769232,0.178571433,0.206896558,0.101265825,0.126760557,0.098591551,0.129032254,0.238095239,0.0989011,0.368421048,0.116279073,0.208333328,0.115044251,0.134920642,0.217391297,0.098591551,0.304347813,0.107526883,0.09589041,0.263157904,0.109999999,0.072463766,0.269230783,0.125,0.098591551,0.104651161,0.093333334,0.123076923,0.109999999,0.114503816,0.111111112,0.232558146,0.084337346,0.184210524,0.226415098,0.186666667,0.239999995,0.108695649,0.200000003,0.349999994,0.100000001,0.084745765,1,0.096774191,0.100000001,0.097560972,0.25,0.060606062,0.368421048,0.121212125,0.200000003,0.101694912,0.101123594,0.460317463,0.086206898,0.238095239,0.224489793,0.466666669,0.590909064,0.112903222,0.096774191,0.102272727,0.163934425,0.444444448,0.142857149,0.243243247,0.097560972,0.114285715,0.25,0.128205135,0.085470088,0.142857149,0.236842111,0.099009901,0.118421055,0.266666681,0.085714288,0.106382981,0.19480519,0.144329891,0.144144148,0.134920642,0.194690272,0.0989011,0.239130437,0.111111112,0.306451619,0.140000001,0.201754391,0.096774191,0.111111112,0.149253726,0.101694912,0.121212125,0.104651161,0.422222227,0.115942031,0.116279073,0.103448279,0.10204082,0.107843138,0.145161286,0.162162155,0.475409836,0.270270258
Caffeic acid,0.337662339,0.237288132,0.492753625,0.0625,0.122448981,0.314285725,0.388235301,0.192307696,0.337209314,0.13333334,0.104166664,0.206896558,0.232558146,0.200000003,0.264367819,0.587301612,0.224489793,0.180722892,0.15625,0.392857134,0.293577969,0.880952358,0.229885057,0.196969703,0.161290318,0.400000006,0.392857134,0.34375,0.363636374,0.266666681,0.409090906,0.653846145,0.217391297,0.381818175,0.260869563,0.413333327,0.264367819,0.125,0.254901975,0.269230783,0.211382121,0.340909094,0.217391297,0.200000003,0.434210539,0.482758611,0.569230795,0.244680852,0.290322572,0.314285725,0.641509414,0.5,0.364864856,0.491525412,0.410714298,0.426829278,0.1875,0.119999997,0.255319148,0.129411772,0.258928567,0.224137932,0.357142866,0.214285716,0.439999998,0.315068483,0.325581402,0.348837197,0.590909064,0.096774191,1,0.418604642,0.0625,0.196078435,0.1875,0.358024687,0.409638554,0.315068483,0.918918908,0.238095239,0.180722892,0.604651153,0.354838699,0.145454541,0.189873412,0.101449274,0.53061223,0.450980395,0.373333335,0.42592594,0.212500006,0.459459454,0.238095239,0.371428579,0.448275864,0.150943398,0.25,0.127118647,0.296703309,0.587301612,0.392857134,0.685185194,0.311320752,0.28125,0.115384616,0.306666672,0.300000012,0.242990658,0.211382121,0.146341458,0.413333327,0.166666672,0.119999997,0.19178082,0.195945948,0.172131151,0.541666687,0.095238097,0.159420297,0.479166657,0.454545468,0.364864856,0.206896558,0.296875,0.186046511,0.360000014,0.357142866,0.265957445,0.327586204,0.238532111,0.185185179,0.232558146
Benzoic acid,0.285714298,0.15384616,0.25,0.085714288,0.093525179,0.225490198,0.280487806,0.113636367,0.228915662,0.151515156,0.052631579,0.163265303,0.290322572,0.204545453,0.310810804,0.260869563,0.236842111,0.118421055,0.089285716,0.283950627,0.230769232,0.375,0.236842111,0.157894731,0.149122804,0.333333343,0.283950627,0.258620679,0.333333343,0.188679248,0.428571433,0.327272713,0.126984134,0.285714298,0.25,0.256756753,0.310810804,0.051282052,0.243902445,0.252631575,0.172413796,0.280487806,0.126984134,0.204545453,0.315068483,0.327272713,0.253521115,0.16853933,0.522727251,0.225490198,0.321428567,0.339622647,0.275362313,0.339285702,0.319999993,0.209302321,0.188034192,0.048780486,0.243243247,0.064102568,0.185185179,0.183673471,0.413793117,0.195652172,0.319444448,0.383333325,0.311688304,0.287499994,0.727272749,0.100000001,0.418604642,1,0.085714288,0.116279073,0.25999999,0.243589744,0.238095239,0.383333325,0.449999988,0.246575341,0.118421055,0.75,0.267857134,0.107843138,0.10958904,0.105263159,0.631578922,0.418604642,0.267605633,0.254901975,0.135135129,0.28125,0.300000012,0.27692309,0.245614037,0.116279073,0.321428567,0.111111112,0.265060246,0.260869563,0.283950627,0.300000012,0.223300964,0.277777791,0.046511628,0.268656731,0.268292695,0.200000003,0.172413796,0.094017096,0.256756753,0.111111112,0.048780486,0.138461545,0.138888896,0.101694912,0.64864862,0.064516127,0.157480314,0.70588237,0.367346942,0.275362313,0.1875,0.372549027,0.098765433,0.271428585,0.294871807,0.292682916,0.422222227,0.244897962,0.121621624,0.290322572
Spermidine,0.176470593,0.111111112,0.052631579,1,0.083969466,0.045454547,0.055555556,0.14705883,0.057471264,0.166666672,0.15384616,0.119047619,0.15384616,0.102564104,0.060975611,0.05479452,0.121212125,0.056338027,0.186046511,0.056179777,0.044247787,0.056603774,0.07692308,0.098039217,0.130841121,0.064935066,0.056179777,0.06779661,0.064935066,0.104166664,0.044776119,0.06779661,0.05172414,0.081632651,0.129032254,0.064102568,0.060975611,0.192307696,0.108108111,0.058252428,0.115044251,0.055555556,0.05172414,0.102564104,0.061728396,0.086206898,0.053333335,0.080459774,0.117647059,0.045454547,0.06666667,0.089285716,0.06849315,0.083333336,0.07692308,0.044444446,0.112068966,0.137931034,0.125,0.158730164,0.134615391,0.116279073,0.074626863,0.097560972,0.0625,0.073529415,0.058139537,0.056818184,0.06818182,0.097560972,0.0625,0.085714288,1,0.117647059,0.177777782,0.060975611,0.056179777,0.073529415,0.06666667,0.079999998,0.056338027,0.069767445,0.070175439,0.095744684,0.075757578,0.204545453,0.06122449,0.08510638,0.06666667,0.079999998,0.072463766,0.107142858,0.159999996,0.073529415,0.070175439,0.151515156,0.079999998,0.067961164,0.055555556,0.05479452,0.056179777,0.0625,0.045045044,0.156862751,0.166666672,0.056338027,0.056179777,0.145833328,0.115044251,0.082568809,0.064102568,0.142857149,0.178571433,0.084745765,0.100000001,0.100917429,0.0625,0.210526317,0.104838707,0.06666667,0.096153848,0.06849315,0.093023255,0.090909094,0.144927531,0.067567565,0.058139537,0.043478262,0.173913047,0.056603774,0.057971016,0.15384616
(R)-linalool,0.097560972,0.538461566,0.200000003,0.117647059,0.085714288,0.146788985,0.129032254,0.633333325,0.214285716,0.407407403,0.428571433,0.583333313,0.290322572,0.358974367,0.141176477,0.208333328,0.270270258,0.287878782,0.109090909,0.130434781,0.142857149,0.178571433,0.132530123,0.466666669,0.091666669,0.150000006,0.130434781,0.258620679,0.226666674,0.5,0.06666667,0.17741935,0.059701491,0.211538464,0.45161289,0.162499994,0.141176477,0.576923072,0.45714286,0.13333334,0.172413796,0.179775283,0.059701491,0.358974367,0.142857149,0.196721315,0.253521115,0.072164945,0.098360658,0.146788985,0.174603179,0.163934425,0.142857149,0.15384616,0.200000003,0.130434781,0.0859375,0.535714269,0.4375,0.121621624,0.185185179,0.567567587,0.138888896,0.486486495,0.144578308,0.169014081,0.122222222,0.157303378,0.096153848,0.25,0.196078435,0.116279073,0.117647059,1,0.06779661,0.182926834,0.223529413,0.169014081,0.208333328,0.096385539,0.287878782,0.098039217,0.267857134,0.118811883,0.421052635,0.211538464,0.087719299,0.089285716,0.16883117,0.142857149,0.333333343,0.322580636,0.258064508,0.25757575,0.224137932,0.777777791,0.15625,0.071428575,0.220930234,0.208333328,0.130434781,0.164179102,0.145454541,0.095238097,0.5,0.268656731,0.223529413,0.200000003,0.172413796,0.11304348,0.162499994,0.724137902,0.535714269,0.450980395,0.138888896,0.150442481,0.089285716,0.269230783,0.105263159,0.094339624,0.116666667,0.142857149,0.357142866,0.111111112,0.186666667,0.141025648,0.134831458,0.059999999,0.163636357,0.150943398,0.296875,0.290322572
Tryptamine,0.280487806,0.071428575,0.193181813,0.177777782,0.128378376,0.176470593,0.200000003,0.06666667,0.206185564,0.081632651,0.057692308,0.074626863,0.057692308,0.079365082,0.217391297,0.186046511,0.068965517,0.052631579,0.085714288,0.202020198,0.172131151,0.173913047,0.184782609,0.051948052,0.167999998,0.229885057,0.202020198,0.257142872,0.215909094,0.06849315,0.1875,0.189189196,0.323076934,0.300000012,0.052631579,0.200000003,0.217391297,0.07692308,0.081967212,0.185840711,0.348214298,0.212121218,0.323076934,0.079365082,0.219780222,0.257142872,0.16853933,0.322222233,0.413793117,0.176470593,0.186666667,0.264705896,0.211764708,0.25,0.265625,0.166666672,0.184615389,0.074074075,0.05172414,0.209876537,0.211864412,0.057971016,0.243589744,0.060606062,0.222222224,0.240506336,0.171717167,0.20408164,0.241379306,0.060606062,0.1875,0.25999999,0.177777782,0.06779661,1,0.204301074,0.178217828,0.240506336,0.196721315,0.218390808,0.052631579,0.245614037,0.264705896,0.196261689,0.06666667,0.114285715,0.222222224,0.288135588,0.206896558,0.253968269,0.064516127,0.037037037,0.05882353,0.209876537,0.246376812,0.06779661,0.039999999,0.194690272,0.224489793,0.186046511,0.202020198,0.177215189,0.174999997,0.866666675,0.071428575,0.25,0.189999998,0.216216221,0.348214298,0.172131151,0.200000003,0.065573767,0.094339624,0.05952381,0.278571427,0.178861782,0.225806445,0.06666667,0.317073166,0.258620679,0.261538476,0.211764708,0.05882353,0.699999988,0.195402294,0.209302321,0.208333328,0.163461536,0.362068951,0.191304341,0.053763442,0.057692308
Isoliquiritin,0.463157892,0.25287357,0.561797738,0.060975611,0.24844721,0.70588237,0.540000021,0.139534891,0.93589741,0.175675675,0.112499997,0.218390808,0.155844152,0.186046511,0.759036124,0.494505495,0.185185179,0.326732665,0.134020612,0.545454562,0.685714304,0.402439028,0.288288295,0.25,0.224489793,0.620689631,0.545454562,0.506172836,0.602272749,0.258426964,0.372340411,0.48780489,0.237113401,0.365853667,0.205128208,0.560439587,0.759036124,0.111111112,0.219512194,0.411764711,0.275862068,0.711111128,0.237113401,0.186046511,0.593406618,0.626666665,0.452631593,0.285714298,0.208333328,0.70588237,0.5,0.643835604,0.574712634,0.67567569,0.337209314,0.416666657,0.236842111,0.108433738,0.202531651,0.128205135,0.372093022,0.202247187,0.455555558,0.181818187,0.600000024,0.590361416,0.578947365,0.551020384,0.30864197,0.368421048,0.358024687,0.243589744,0.060975611,0.182926834,0.204301074,1,0.577319562,0.590361416,0.371794879,0.296296299,0.326732665,0.296296299,0.518987358,0.255813956,0.428571433,0.333333343,0.321428567,0.428571433,0.579545438,0.448717952,0.414893627,0.15384616,0.142857149,0.404255331,0.411764711,0.182926834,0.088607594,0.126666665,0.42592594,0.494505495,0.545454562,0.476744175,0.699029148,0.268817216,0.105882354,0.522727251,0.416666657,0.270676702,0.275862068,0.237762243,0.560439587,0.178571433,0.108433738,0.24242425,0.322981358,0.260563374,0.341463417,0.078947365,0.256410271,0.354430377,0.449999988,0.574712634,0.30864197,0.252631575,0.150000006,0.586206913,0.5625,0.324786335,0.284090906,0.413223147,0.333333343,0.155844152
Semilicoisoflavone B,0.489795923,0.260869563,0.640449464,0.056179777,0.181818187,0.587719321,0.694736838,0.193181813,0.579999983,0.093023255,0.129411772,0.25555557,0.129411772,0.172043011,0.471153855,0.489583343,0.144444451,0.293577969,0.125,0.684210539,0.559322059,0.469879508,0.304347813,0.284210533,0.191082805,0.681818187,0.684210539,0.482758611,0.608695626,0.279569894,0.416666657,0.517647088,0.22115384,0.367816091,0.188235298,0.839506149,0.471153855,0.15476191,0.229885057,0.411290318,0.361702114,0.626262605,0.22115384,0.172043011,0.727272749,0.573170722,0.464646459,0.269841284,0.205882356,0.587719321,0.529411793,0.567901254,0.800000012,0.61728394,0.370786518,0.467889905,0.203703701,0.151162788,0.186046511,0.120967738,0.362962961,0.239130437,0.4375,0.219780222,0.715909064,0.527472556,0.401785702,0.65625,0.34523809,0.121212125,0.409638554,0.238095239,0.056179777,0.223529413,0.178217828,0.577319562,1,0.527472556,0.373493969,0.300884962,0.293577969,0.333333343,0.494117647,0.190140843,0.304761916,0.13333334,0.372093022,0.462500006,0.802469134,0.428571433,0.284403682,0.168674693,0.130952388,0.478723407,0.42696628,0.195402294,0.094117649,0.150326803,0.51886791,0.489583343,0.684210539,0.576470613,0.596491218,0.237623766,0.147727266,0.484210521,0.509433985,0.385826766,0.361702114,0.19480519,0.839506149,0.191011235,0.151162788,0.313131303,0.333333343,0.215686277,0.392857134,0.085365854,0.245398775,0.34117648,0.518518507,0.800000012,0.241758242,0.247524753,0.159999996,0.8125,0.652631581,0.317073166,0.263157904,0.390625,0.287037045,0.129411772
Naringenin,0.506024122,0.233766228,0.488095224,0.073529415,0.183544308,0.509433985,0.538461566,0.119999997,0.556818187,0.17741935,0.086956523,0.243243247,0.229508191,0.222222224,0.808219194,0.435294122,0.24242425,0.200000003,0.078651689,0.544444442,0.53773582,0.364864856,0.316326529,0.262499988,0.194244608,0.628205121,0.544444442,0.661538482,0.867647052,0.240506336,0.513157904,0.439999998,0.218390808,0.441176474,0.230769232,0.523809552,0.808219194,0.085714288,0.246376812,0.439252347,0.295454532,0.647058845,0.218390808,0.239436626,0.597561002,0.521126747,0.377777785,0.263636351,0.307692319,0.509433985,0.453333348,0.536231875,0.556962013,0.571428597,0.442857146,0.362745106,0.225352108,0.083333336,0.227272734,0.113207549,0.369747907,0.223684207,0.625,0.216216221,0.604938269,1,0.528089881,0.550561786,0.460317463,0.200000003,0.315068483,0.383333325,0.073529415,0.169014081,0.240506336,0.590361416,0.527472556,1,0.328571439,0.32631579,0.200000003,0.444444448,0.682539701,0.223140493,0.234042555,0.209876537,0.492307693,0.523809552,0.543209851,0.394366205,0.252631575,0.134328365,0.213114753,0.356321841,0.394736856,0.169014081,0.125,0.139705881,0.428571433,0.435294122,0.544444442,0.430379748,0.504672885,0.316455692,0.081081077,0.666666687,0.418367356,0.30252102,0.295454532,0.198529407,0.523809552,0.16438356,0.083333336,0.25287357,0.317880809,0.213235289,0.5,0.0625,0.272727281,0.524590135,0.569230795,0.556962013,0.277777791,0.3125,0.137614682,0.550000012,0.563218415,0.396039605,0.375,0.509615362,0.20408164,0.229508191
p-Coumaric acid,0.298701286,0.25,0.515151501,0.06666667,0.125,0.285714298,0.352941185,0.20408164,0.3493976,0.142857149,0.111111112,0.218181819,0.25,0.188679248,0.273809522,0.539682567,0.212765962,0.1875,0.163934425,0.357142866,0.289719611,0.809523821,0.223529413,0.206349209,0.155737698,0.416666657,0.357142866,0.338709682,0.324675322,0.280701756,0.363636374,0.693877578,0.191176474,0.377358496,0.279069781,0.373333335,0.273809522,0.13333334,0.270833343,0.264705896,0.216666669,0.352941185,0.191176474,0.188679248,0.394736856,0.5090909,0.523076952,0.212765962,0.305084735,0.285714298,0.680000007,0.528301895,0.380281687,0.517857134,0.407407403,0.425000012,0.182539687,0.127659574,0.272727281,0.120481931,0.243243247,0.236363634,0.352941185,0.226415098,0.400000006,0.328571439,0.290697664,0.361445785,0.522727251,0.101694912,0.918918908,0.449999988,0.06666667,0.208333328,0.196721315,0.371794879,0.373493969,0.328571439,1,0.23170732,0.1875,0.534883738,0.349999994,0.138888896,0.197368428,0.106060609,0.46938777,0.392156869,0.388888896,0.370370358,0.205128208,0.5,0.256410271,0.388059705,0.396551728,0.159999996,0.270270258,0.111111112,0.306818187,0.539682567,0.357142866,0.629629612,0.283018857,0.295081973,0.122448981,0.319444448,0.310344815,0.238095239,0.216666669,0.140495867,0.373333335,0.176470593,0.127659574,0.200000003,0.183673471,0.166666672,0.479166657,0.102564104,0.154411763,0.51111114,0.400000006,0.380281687,0.218181819,0.311475396,0.178571433,0.375,0.370370358,0.260869563,0.345454544,0.233644858,0.192307696,0.25
Tanshinone I,0.371134013,0.170454547,0.278846145,0.079999998,0.127167627,0.25373134,0.275862068,0.135802463,0.294642866,0.079999998,0.106666669,0.162790701,0.1369863,0.116279073,0.296296299,0.274509817,0.125,0.122807018,0.06122449,0.278260857,0.248175189,0.23863636,0.876712322,0.147368416,0.19178082,0.298076928,0.278260857,0.274725288,0.310679615,0.177777782,0.294736832,0.234042555,0.128712878,0.277108431,0.157894731,0.307692319,0.296296299,0.090909094,0.174999997,0.557692289,0.21768707,0.275862068,0.128712878,0.116279073,0.299065411,0.318181813,0.222222224,0.245762706,0.195652172,0.25373134,0.231578946,0.325581402,0.310000002,0.325842708,0.313253015,0.361111104,0.197368428,0.088607594,0.155844152,0.105263159,0.230215833,0.147727266,0.329787225,0.126436785,0.301886797,0.32631579,0.285714298,0.269565225,0.25,0.101123594,0.238095239,0.246575341,0.079999998,0.096385539,0.218390808,0.296296299,0.300884962,0.32631579,0.23170732,1,0.122807018,0.25316456,0.252747267,0.14705883,0.158878505,0.104166664,0.235294119,0.333333343,0.30392158,0.229885057,0.154545456,0.119999997,0.138888896,0.400000006,0.34117648,0.109756097,0.09589041,0.147887319,0.370370358,0.274509817,0.278260857,0.234693885,0.251851857,0.230769232,0.113924049,0.219047621,0.336363643,0.253846169,0.21768707,0.147651002,0.307692319,0.107142858,0.088607594,0.14705883,0.232142851,0.138157889,0.253012061,0.070422538,0.202531651,0.246913582,0.410256416,0.310000002,0.149425283,0.284090906,0.118644066,0.306930691,0.274336278,0.536082447,0.289156616,0.542056084,0.125,0.1369863
