Name,Protopine,Testosterone,Glycycoumarin,Spermine,Guanosine,Hirsutrin,Isorhamnetin,Vitamin A,Licuroside,Myoinositol,Lycopene,Pregnenolone,Octadecanoic acid,Quinic acid,Naringin,Methyl rosmarinate,Malic acid,Loganin,Uracil,Quercetin,Kaempferol 3-glucuronide,Isoferulic acid,Tanshinone II,Acetylursolic acid,Riboflavin,Apigenin,Myricetin,alpha-Tocopherol,Sigmoidin B,Glycyrrhetinic acid,Ellagic acid,Coumarin,Sanguinarine,Ferruginol,Oleic acid,Glisoflavone,Liquiritin,(+)-S-Carvone,(-)-Jasmonic acid,Glycyrol,Tetrahydroalstonine,Isoschaftoside,Chelerythrine,Citric acid,Chrysoeriol,Isobavachalcone,3-O-Caffeoylquinic acid,Berberine,Trigonelline,Rutin,7-Hydroxycoumarin,Isoliquiritigenin,1 3 7-Trihydroxyxanthone,Echinatin,Oestrone,Peucedanin,Folic acid,alpha-Terpinene,Linoleic acid,N6-(delta2-Isopentenyl)adenine,Vindoline,Oleanolic acid,6-Hydroxymellein,Betulinic acid,3' 4' 7-Trihydroxyflavone,Liquiritigenin,Punicalin,Isolicoflavonol,Gallic acid,Sucrose,Caffeic acid,Benzoic acid,Spermidine,(R)-linalool,Tryptamine,Isoliquiritin,Semilicoisoflavone B,Naringenin,p-Coumaric acid,Tanshinone I,Sweroside,3 4-Dihydroxybenzoic acid,delta-Tocopherol,Adenosine,(6S 9R)-Roseoside,beta-D-Glucosamine,Methyl 3 4 5-trihydroxybenzoate,Acetovanillone,6 8-Diprenylgenistein,Myristicin,Glycyrrhizic acid,Fumaric acid,Succinic acid,Miltirone,Gancaonin U,4-Terpineol,Oxalic acid,Thiamine,Dihydrotanshinone I,Labiatenic acid,Fisetin,Scopoletin,Isorhamnetin 3-O-beta-D-glucopyranoside,Serotonin,beta-Carotene,Phaseollidin,Cryptotanshinone,Mitraphylline,Ajmalicine,3' 5'-cyclic AMP,Glycyrrhisoflavone,Cholesterol,alpha-Pinene,Gibberellin A3,Vincristine,9-Ribosyl-trans-zeatin,Vanillic acid,Isoprene,Vincamine,Salicylic acid,Vanillin,Formononetin,beta-Monoolein,Indole-3-acetic acid,trans-Zeatin,2'-Hydroxygenistein,Kaempferol,Coumestrol,L-Phenylalanine,Isoglycyrol,Loganic acid,Palmitic acid
Coumarin,0.385542154,0.214285716,0.74242425,0.06779661,0.156862751,0.363636374,0.444444448,0.174603179,0.459770113,0.125,0.101694912,0.188405797,0.203703701,0.164179102,0.386363626,0.555555582,0.180327863,0.23595506,0.178082198,0.449438214,0.366071433,0.716981113,0.214285716,0.246575341,0.172932327,0.519480526,0.449438214,0.462686568,0.426829278,0.239436626,0.521739125,1,0.246753246,0.375,0.22807017,0.474999994,0.386363626,0.118644066,0.225806445,0.384615391,0.2578125,0.444444448,0.246753246,0.164179102,0.493827164,0.484848499,0.540540516,0.264705896,0.243243247,0.363636374,0.980000019,0.5,0.486842096,0.612903237,0.338235289,0.612500012,0.188405797,0.114754096,0.224137932,0.113402061,0.296610177,0.202898547,0.426666677,0.194029853,0.5,0.439999998,0.431818187,0.454545468,0.3898305,0.126760557,0.653846145,0.327272713,0.06779661,0.17741935,0.189189196,0.48780489,0.517647088,0.439999998,0.693877578,0.234042555,0.23595506,0.396551728,0.476923078,0.159663871,0.218390808,0.128205135,0.449999988,0.409836054,0.493506491,0.412698418,0.211111113,0.346938789,0.207547173,0.349999994,0.391304344,0.140625,0.192307696,0.115384616,0.340206176,0.555555582,0.449438214,0.907407403,0.360360354,0.270270258,0.111111112,0.428571433,0.329896897,0.27192983,0.2578125,0.159090906,0.474999994,0.15384616,0.114754096,0.25316456,0.25999999,0.183206111,0.457627118,0.094339624,0.202797204,0.456140339,0.41538462,0.486842096,0.261538476,0.283783793,0.163265303,0.5,0.465116292,0.378947377,0.289855063,0.348623842,0.21348314,0.203703701
Sanguinarine,0.34523809,0.064102568,0.215053767,0.05172414,0.158940405,0.193548381,0.207547173,0.05882353,0.237623766,0.05172414,0.016129032,0.06666667,0.050000001,0.070422538,0.237113401,0.182795703,0.060606062,0.079999998,0.07692308,0.198113203,0.1796875,0.289855063,0.114285715,0.05952381,0.140740737,0.197916672,0.198113203,0.263157904,0.223404258,0.061728396,0.256097555,0.246753246,1,0.22857143,0.046153847,0.221052632,0.237113401,0.032258064,0.072463766,0.17355372,0.204545453,0.174311921,1,0.070422538,0.226804122,0.185185179,0.178947374,0.511904776,0.323529422,0.193548381,0.243589744,0.189873412,0.206521735,0.256410271,0.202702701,0.209523812,0.148936167,0.03125,0.045454547,0.191011235,0.188976377,0.051948052,0.179775283,0.054054055,0.216494843,0.218390808,0.227722779,0.17757009,0.230769232,0.098591551,0.217391297,0.126984134,0.05172414,0.059701491,0.323076934,0.237113401,0.22115384,0.218390808,0.191176474,0.128712878,0.079999998,0.234375,0.270270258,0.247706428,0.094736844,0.116883114,0.231884062,0.333333343,0.202127665,0.426229507,0.103092782,0.049180329,0.050847456,0.104166664,0.220779225,0.059701491,0.071428575,0.153225809,0.132743359,0.182795703,0.198113203,0.278481007,0.201612905,0.41538462,0.030303031,0.227272734,0.114035085,0.1171875,0.204545453,0.217741936,0.221052632,0.057971016,0.03125,0.054347824,0.230263159,0.233870968,0.3125,0.018181818,0.240875915,0.208955228,0.304347813,0.206521735,0.052631579,0.309859157,0.204301074,0.217391297,0.180952385,0.183486238,0.175675675,0.178861782,0.081632651,0.050000001
Ferruginol,0.438356161,0.229508191,0.400000006,0.081632651,0.113333337,0.296296299,0.348314613,0.230769232,0.376470596,0.204545453,0.122448981,0.241379306,0.170212761,0.19298245,0.365853667,0.342105269,0.127272725,0.13636364,0.085714288,0.352272719,0.276785702,0.349999994,0.345679015,0.191176474,0.167999998,0.38961038,0.352272719,0.660377383,0.407894731,0.21875,0.338028163,0.375,0.22857143,1,0.176470593,0.384615391,0.365853667,0.166666672,0.222222224,0.288461536,0.258333325,0.348314613,0.22857143,0.172413796,0.387499988,0.466666669,0.333333343,0.307692319,0.24242425,0.296296299,0.369230777,0.482758611,0.391891897,0.428571433,0.760869563,0.322222233,0.149253726,0.159999996,0.173076928,0.113636367,0.276785702,0.216666669,0.469696969,0.206896558,0.392405063,0.441176474,0.303370774,0.340909094,0.384615391,0.129032254,0.381818175,0.285714298,0.081632651,0.211538464,0.300000012,0.365853667,0.367816091,0.441176474,0.377358496,0.277108431,0.13636364,0.392156869,0.622641504,0.153153151,0.156626508,0.130434781,0.350877196,0.433962256,0.381578952,0.436363637,0.164705887,0.119999997,0.148936167,0.400000006,0.592592597,0.211538464,0.106382981,0.134453788,0.304347813,0.342105269,0.352272719,0.367647052,0.293577969,0.400000006,0.176470593,0.470588237,0.322222233,0.261682242,0.258333325,0.134920642,0.384615391,0.25,0.183673471,0.171052635,0.260563374,0.150793657,0.357142866,0.090909094,0.218045115,0.431372553,0.438596487,0.391891897,0.142857149,0.328125,0.142857149,0.386666656,0.348837197,0.234693885,0.338983059,0.317307681,0.139534891,0.170212761
Oleic acid,0.159999996,0.461538464,0.242857143,0.129032254,0.087591238,0.173076928,0.172413796,0.393939406,0.192771077,0.346153855,0.370370358,0.5,0.761904776,0.470588237,0.205128208,0.272727281,0.517241359,0.301587313,0.159999996,0.174418598,0.201923072,0.235294119,0.166666672,0.5,0.103448279,0.202702701,0.174418598,0.186440676,0.253521115,0.538461566,0.132352948,0.22807017,0.046153847,0.176470593,1,0.200000003,0.205128208,0.357142866,0.777777791,0.171717167,0.17699115,0.200000003,0.046153847,0.470588237,0.192307696,0.206896558,0.264705896,0.063157894,0.163636357,0.173076928,0.224137932,0.214285716,0.197183102,0.220338985,0.25999999,0.160919547,0.142857149,0.333333343,0.954545438,0.081081077,0.201923072,0.617647052,0.179104477,0.575757563,0.19480519,0.230769232,0.166666672,0.176470593,0.200000003,0.238095239,0.260869563,0.25,0.129032254,0.45161289,0.052631579,0.205128208,0.188235298,0.230769232,0.279069781,0.157894731,0.301587313,0.204545453,0.19298245,0.100000001,0.322033912,0.200000003,0.180000007,0.137254909,0.208333328,0.150943398,0.349999994,0.461538464,0.714285731,0.25,0.19298245,0.45161289,0.360000014,0.083333336,0.214285716,0.272727281,0.174418598,0.209677413,0.171428576,0.081967212,0.3125,0.188405797,0.216867477,0.206185564,0.17699115,0.086956523,0.200000003,0.424242437,0.333333343,0.419999987,0.150000006,0.094827585,0.183673471,0.25,0.133858263,0.195652172,0.185185179,0.197183102,0.636363626,0.218181819,0.116883114,0.194444448,0.180722892,0.119565219,0.355555564,0.155339807,0.311475396,0.761904776
Glisoflavone,0.483516484,0.25,0.626506031,0.064102568,0.165680468,0.588785052,0.724137902,0.174999997,0.53125,0.077922076,0.16438356,0.243902445,0.13333334,0.139534891,0.448979586,0.450549453,0.135802463,0.238095239,0.115789473,0.732558131,0.558558583,0.460526317,0.299065411,0.261363626,0.181208059,0.734177232,0.732558131,0.439024389,0.630952358,0.270588249,0.420454532,0.474999994,0.221052632,0.384615391,0.200000003,1,0.448979586,0.162162155,0.230769232,0.426086962,0.311594188,0.630434811,0.221052632,0.139534891,0.762499988,0.685714304,0.395833343,0.262711853,0.217391297,0.588785052,0.487500012,0.657142878,0.927536249,0.690140843,0.387499988,0.405660391,0.19480519,0.157894731,0.197368428,0.142857149,0.330769241,0.226190478,0.443181813,0.190476194,0.772151887,0.523809552,0.377358496,0.720930219,0.378378391,0.0989011,0.413333327,0.256756753,0.064102568,0.162499994,0.200000003,0.560439587,0.839506149,0.523809552,0.373333335,0.307692319,0.238095239,0.364864856,0.449999988,0.179104477,0.235294119,0.113402061,0.407894731,0.514285743,0.956521749,0.453333348,0.264705896,0.146666661,0.135135129,0.488372087,0.487179488,0.177215189,0.093333334,0.137931034,0.53061223,0.450549453,0.732558131,0.518518507,0.583333313,0.266666681,0.15384616,0.477272719,0.520408154,0.341463417,0.311594188,0.176870748,1,0.172839507,0.157894731,0.226804122,0.298136652,0.198630139,0.413333327,0.098591551,0.215189874,0.373333335,0.555555582,0.927536249,0.228915662,0.263736278,0.155172408,0.914285719,0.697674394,0.313043475,0.282352954,0.357723564,0.242718443,0.13333334
Liquiritin,0.494623661,0.197802201,0.447916657,0.060975611,0.22560975,0.626168251,0.466666669,0.101123594,0.715909064,0.175675675,0.072289154,0.204545453,0.202702701,0.228915662,1,0.431578934,0.246753246,0.326732665,0.089108914,0.471153855,0.65420562,0.306818187,0.288288295,0.25,0.224489793,0.532608688,0.471153855,0.544303775,0.719512224,0.217391297,0.433333337,0.386363626,0.237113401,0.365853667,0.205128208,0.448979586,1,0.071428575,0.219512194,0.411764711,0.284722209,0.638297856,0.237113401,0.243902445,0.510416687,0.435294122,0.393939406,0.275000006,0.260869563,0.626168251,0.397727281,0.445783138,0.473118275,0.493975908,0.369047612,0.342105269,0.245033115,0.069767445,0.202531651,0.118644066,0.393700778,0.202247187,0.541176498,0.195402294,0.515789449,0.808219194,0.648351669,0.475728154,0.376623362,0.368421048,0.264367819,0.310810804,0.060975611,0.141176477,0.217391297,0.759036124,0.471153855,0.808219194,0.273809522,0.296296299,0.326732665,0.363636374,0.558441579,0.246153846,0.368421048,0.333333343,0.405063301,0.428571433,0.463157892,0.395061731,0.385416657,0.111111112,0.189189196,0.306930691,0.333333343,0.141176477,0.102564104,0.141891897,0.387387395,0.431578934,0.471153855,0.380434781,0.620370388,0.282608688,0.06818182,0.576470613,0.378378391,0.280303031,0.284722209,0.220689654,0.448979586,0.137931034,0.069767445,0.255102038,0.339622647,0.243055552,0.410256416,0.051282052,0.281045765,0.426666677,0.468354434,0.473118275,0.30864197,0.293478251,0.140495867,0.483870953,0.485148519,0.371681422,0.329411775,0.474137932,0.333333343,0.202702701
(+)-S-Carvone,0.064102568,0.472222209,0.152777776,0.192307696,0.050724637,0.09259259,0.101123594,0.680000007,0.130952388,0.192307696,0.649999976,0.515151501,0.178571433,0.179487184,0.071428575,0.111111112,0.111111112,0.200000003,0.10204082,0.102272727,0.090090089,0.113207549,0.129870132,0.40476191,0.05982906,0.118421055,0.102272727,0.137931034,0.148648649,0.43589744,0.028169014,0.118644066,0.032258064,0.166666672,0.357142866,0.162162155,0.071428575,1,0.375,0.119999997,0.121739127,0.113636367,0.032258064,0.179487184,0.112499997,0.178571433,0.138888896,0.043010753,0.052631579,0.09259259,0.116666667,0.142857149,0.140845075,0.13333334,0.156862751,0.102272727,0.056000002,0.800000012,0.344827592,0.117647059,0.130841121,0.5,0.071428575,0.371428579,0.113924049,0.085714288,0.056179777,0.129411772,0.041666668,0.116279073,0.125,0.051282052,0.192307696,0.576923072,0.07692308,0.111111112,0.15476191,0.085714288,0.13333334,0.090909094,0.200000003,0.04255319,0.142857149,0.059999999,0.298245609,0.098039217,0.03773585,0.05882353,0.169014081,0.117647059,0.283333331,0.214285716,0.142857149,0.266666681,0.185185179,0.639999986,0.071428575,0.036697246,0.195121944,0.111111112,0.102272727,0.109375,0.091743119,0.068965517,0.809523821,0.181818187,0.197530866,0.153061226,0.121739127,0.052173913,0.162162155,0.653846145,0.894736826,0.313725501,0.097902097,0.088495575,0.03846154,0.368421048,0.060606062,0.040816326,0.090909094,0.140845075,0.25,0.06779661,0.12328767,0.138888896,0.105882354,0.042105265,0.096153848,0.095238097,0.206349209,0.178571433
(-)-Jasmonic acid,0.177215189,0.574999988,0.239999995,0.108108111,0.091549292,0.196261689,0.200000003,0.405405402,0.235294119,0.28125,0.303030312,0.666666687,0.592592597,0.513513505,0.219512194,0.267605633,0.428571433,0.353846163,0.142857149,0.202247187,0.224299058,0.232142851,0.212500006,0.533333361,0.107438013,0.21794872,0.202247187,0.225806445,0.266666681,0.649999976,0.1369863,0.225806445,0.072463766,0.222222224,0.777777791,0.230769232,0.219512194,0.375,1,0.173076928,0.20869565,0.21348314,0.072463766,0.513513505,0.207317069,0.225806445,0.314285725,0.080808081,0.186440676,0.196261689,0.222222224,0.233333334,0.229729727,0.238095239,0.379999995,0.17582418,0.145161286,0.352941185,0.75,0.075000003,0.247619048,0.64864862,0.180555552,0.657142878,0.209876537,0.246376812,0.16853933,0.204545453,0.200000003,0.208333328,0.254901975,0.243902445,0.108108111,0.45714286,0.081967212,0.219512194,0.229885057,0.246376812,0.270833343,0.174999997,0.333333343,0.20408164,0.233333334,0.104761906,0.377049178,0.178571433,0.181818187,0.163636357,0.239999995,0.155172408,0.426229507,0.375,0.555555582,0.303030312,0.193548381,0.45714286,0.290322572,0.078947365,0.270588249,0.267605633,0.202247187,0.208955228,0.194444448,0.107692309,0.333333343,0.222222224,0.273809522,0.255102038,0.20869565,0.091666669,0.230769232,0.472222209,0.352941185,0.480769217,0.184397161,0.099173553,0.185185179,0.200000003,0.15384616,0.196078435,0.206896558,0.229729727,0.538461566,0.237288132,0.108433738,0.226666674,0.209302321,0.12371134,0.340000004,0.179245278,0.365079373,0.592592597
Glycyrol,0.352941185,0.169642851,0.463636369,0.058252428,0.192513362,0.400000006,0.430894315,0.16504854,0.406504065,0.07920792,0.132653058,0.163636357,0.121212125,0.117117114,0.411764711,0.338983059,0.123809524,0.172932327,0.081967212,0.434426218,0.391608387,0.304761916,0.5,0.223214284,0.174418598,0.468468457,0.434426218,0.358490556,0.495412856,0.196428567,0.540816307,0.384615391,0.17355372,0.288461536,0.171717167,0.426086962,0.411764711,0.119999997,0.173076928,1,0.269938648,0.44262296,0.17355372,0.117117114,0.464912295,0.398058265,0.290322572,0.258992791,0.221238941,0.400000006,0.394230783,0.378640771,0.407079637,0.41747573,0.25688073,0.535087705,0.22807017,0.117647059,0.170000002,0.132352948,0.326666653,0.183486238,0.471153855,0.145454541,0.469026536,0.439252347,0.508771956,0.449999988,0.319587618,0.115044251,0.269230783,0.252631575,0.058252428,0.13333334,0.185840711,0.411764711,0.411290318,0.439252347,0.264705896,0.557692289,0.172932327,0.309278339,0.352380961,0.187096775,0.1875,0.126050428,0.371134013,0.319999993,0.424778759,0.310679615,0.201550394,0.13131313,0.122448981,0.305084735,0.434343427,0.144230768,0.090909094,0.14371258,0.375,0.338983059,0.434426218,0.392523378,0.397163123,0.238938048,0.137254909,0.444444448,0.346153855,0.281879187,0.269938648,0.191616774,0.426086962,0.141509429,0.117647059,0.208333328,0.320224732,0.203592807,0.346938789,0.083333336,0.245714292,0.329896897,0.339805812,0.407079637,0.219047621,0.24778761,0.151079133,0.403508782,0.433333337,0.863157868,0.238532111,0.855769217,0.166666672,0.121212125
Tetrahydroalstonine,0.328358203,0.233333334,0.338345855,0.115044251,0.290322572,0.30674848,0.286666662,0.161016956,0.292517006,0.105263159,0.094017096,0.228813559,0.142857149,0.205128208,0.284722209,0.346153855,0.163793102,0.373015881,0.137404576,0.280000001,0.333333343,0.222222224,0.229729727,0.305084735,0.280701756,0.294964015,0.280000001,0.29838711,0.304347813,0.268907577,0.208633095,0.2578125,0.204545453,0.258333325,0.17699115,0.311594188,0.284722209,0.121739127,0.20869565,0.269938648,1,0.321917802,0.204545453,0.205128208,0.295774639,0.238461539,0.36153847,0.324137926,0.260162592,0.30674848,0.255813956,0.232558146,0.323308259,0.225563914,0.283333331,0.280000001,0.359281451,0.11965812,0.175438598,0.179310352,0.449664444,0.258620679,0.297709912,0.254385978,0.28873238,0.295454532,0.25999999,0.290540546,0.178861782,0.134920642,0.211382121,0.172413796,0.115044251,0.172413796,0.348214298,0.275862068,0.361702114,0.295454532,0.216666669,0.21768707,0.373015881,0.180327863,0.282258064,0.256249994,0.280303031,0.208000004,0.209677413,0.192000002,0.318518519,0.1875,0.283582091,0.131578952,0.133928567,0.315384626,0.223076925,0.172413796,0.096491225,0.26060605,0.408759117,0.346153855,0.280000001,0.25757575,0.312883437,0.365217388,0.127118647,0.300751865,0.391304344,0.612403095,1,0.263157904,0.311594188,0.179487184,0.139130428,0.327868849,0.594936728,0.289940834,0.192000002,0.061403509,0.666666687,0.196721315,0.230158731,0.323308259,0.23931624,0.3859649,0.220689654,0.320895523,0.285714298,0.212500006,0.321739137,0.296296299,0.357142866,0.142857149
Isoschaftoside,0.386792451,0.244680852,0.53125,0.055555556,0.222222224,0.766990304,0.741935492,0.139784947,0.673684239,0.158536583,0.114942528,0.212765962,0.141176477,0.170212761,0.638297856,0.46938777,0.16853933,0.279279292,0.113207549,0.75,0.745283008,0.38202247,0.27966103,0.24242425,0.205128208,0.839506149,0.75,0.477272719,0.655555546,0.25,0.412371129,0.444444448,0.174311921,0.348314613,0.200000003,0.630434811,0.638297856,0.113636367,0.21348314,0.44262296,0.321917802,1,0.174311921,0.170212761,0.800000012,0.566265047,0.41747573,0.229007632,0.239999995,0.766990304,0.455555558,0.580246925,0.647727251,0.609756112,0.322580636,0.376068383,0.209876537,0.111111112,0.197674423,0.111111112,0.360294104,0.197916672,0.527472556,0.178947374,0.809523821,0.647058845,0.504761934,0.758241773,0.34117648,0.217391297,0.340909094,0.280487806,0.055555556,0.179775283,0.212121218,0.711111128,0.626262605,0.647058845,0.352941185,0.275862068,0.279279292,0.329411775,0.488372087,0.240875915,0.301886797,0.224489793,0.367816091,0.388235301,0.651685417,0.344444454,0.305555552,0.152941182,0.129411772,0.400000006,0.376344085,0.179775283,0.093023255,0.141935483,0.557692289,0.46938777,0.75,0.43617022,0.759615362,0.272727281,0.108695649,0.613636374,0.548076928,0.311111122,0.321917802,0.233333334,0.630434811,0.17582418,0.111111112,0.235849053,0.331325293,0.238410592,0.372093022,0.071428575,0.259259254,0.402439028,0.409090906,0.647727251,0.295454532,0.270000011,0.131782949,0.640449464,0.775280893,0.358333319,0.260416657,0.443548381,0.284403682,0.141176477
Chelerythrine,0.34523809,0.064102568,0.215053767,0.05172414,0.158940405,0.193548381,0.207547173,0.05882353,0.237623766,0.05172414,0.016129032,0.06666667,0.050000001,0.070422538,0.237113401,0.182795703,0.060606062,0.079999998,0.07692308,0.198113203,0.1796875,0.289855063,0.114285715,0.05952381,0.140740737,0.197916672,0.198113203,0.263157904,0.223404258,0.061728396,0.256097555,0.246753246,1,0.22857143,0.046153847,0.221052632,0.237113401,0.032258064,0.072463766,0.17355372,0.204545453,0.174311921,1,0.070422538,0.226804122,0.185185179,0.178947374,0.511904776,0.323529422,0.193548381,0.243589744,0.189873412,0.206521735,0.256410271,0.202702701,0.209523812,0.148936167,0.03125,0.045454547,0.191011235,0.188976377,0.051948052,0.179775283,0.054054055,0.216494843,0.218390808,0.227722779,0.17757009,0.230769232,0.098591551,0.217391297,0.126984134,0.05172414,0.059701491,0.323076934,0.237113401,0.22115384,0.218390808,0.191176474,0.128712878,0.079999998,0.234375,0.270270258,0.247706428,0.094736844,0.116883114,0.231884062,0.333333343,0.202127665,0.426229507,0.103092782,0.049180329,0.050847456,0.104166664,0.220779225,0.059701491,0.071428575,0.153225809,0.132743359,0.182795703,0.198113203,0.278481007,0.201612905,0.41538462,0.030303031,0.227272734,0.114035085,0.1171875,0.204545453,0.217741936,0.221052632,0.057971016,0.03125,0.054347824,0.230263159,0.233870968,0.3125,0.018181818,0.240875915,0.208955228,0.304347813,0.206521735,0.052631579,0.309859157,0.204301074,0.217391297,0.180952385,0.183486238,0.175675675,0.178861782,0.081632651,0.050000001
Citric acid,0.144578308,0.382978737,0.158536583,0.102564104,0.105633803,0.181818187,0.134020612,0.227272734,0.229885057,0.433333337,0.125,0.409090906,0.551724136,0.933333337,0.243902445,0.295774639,0.793103456,0.363636374,0.118644066,0.135416672,0.231481478,0.183333337,0.151162788,0.448979586,0.13333334,0.114942528,0.135416672,0.238095239,0.227848098,0.478260875,0.13333334,0.164179102,0.070422538,0.172413796,0.470588237,0.139534891,0.243902445,0.179487184,0.513513505,0.117117114,0.205128208,0.170212761,0.070422538,1,0.122222222,0.114285715,0.424242437,0.07920792,0.161290318,0.181818187,0.161764711,0.117647059,0.134146348,0.126760557,0.267857134,0.135416672,0.133858263,0.170731708,0.45714286,0.060240965,0.278846145,0.536585391,0.175675675,0.578947365,0.123595506,0.239436626,0.218390808,0.125,0.192307696,0.304347813,0.200000003,0.204545453,0.102564104,0.358974367,0.079365082,0.186046511,0.172043011,0.239436626,0.188679248,0.116279073,0.363636374,0.196078435,0.245901644,0.123809524,0.34375,0.259259254,0.175438598,0.137931034,0.130952388,0.112903222,0.459016383,0.277777791,0.517241359,0.173333332,0.117647059,0.394736856,0.354838699,0.086956523,0.182795703,0.295774639,0.135416672,0.169014081,0.180180177,0.104477614,0.162790701,0.200000003,0.184782609,0.225490198,0.205128208,0.117647059,0.139534891,0.309523821,0.170731708,0.462962955,0.20714286,0.106557377,0.178571433,0.117647059,0.196850389,0.166666672,0.161290318,0.134146348,0.441860467,0.229508191,0.093023255,0.132530123,0.127659574,0.109999999,0.277777791,0.186915889,0.375,0.551724136
Chrysoeriol,0.46808511,0.21348314,0.568181813,0.061728396,0.162790701,0.69607842,0.888888896,0.141176477,0.5625,0.088607594,0.113924049,0.179775283,0.128205135,0.122222222,0.510416687,0.43617022,0.130952388,0.1875,0.112244897,0.876543224,0.644859791,0.5,0.290909082,0.1875,0.162337661,0.944444418,0.876543224,0.457831323,0.666666687,0.219780222,0.523809552,0.493827164,0.226804122,0.387499988,0.192307696,0.762499988,0.510416687,0.112499997,0.207317069,0.464912295,0.295774639,0.800000012,0.226804122,0.122222222,1,0.635135114,0.370000005,0.288135588,0.263736278,0.69607842,0.506172836,0.652777791,0.721518993,0.684931517,0.357142866,0.407407403,0.191082805,0.109756097,0.189873412,0.110169493,0.313432842,0.16483517,0.494252861,0.144444451,0.986111104,0.597561002,0.460784316,0.819277108,0.438356161,0.107526883,0.434210539,0.315068483,0.061728396,0.142857149,0.219780222,0.593406618,0.727272749,0.597561002,0.394736856,0.299065411,0.1875,0.424657524,0.469135791,0.175182477,0.205607474,0.121212125,0.466666669,0.513888896,0.725000024,0.454545468,0.222222224,0.171052635,0.129870132,0.408602148,0.469135791,0.142857149,0.103896104,0.135135129,0.545454562,0.43617022,0.876543224,0.555555582,0.70588237,0.285714298,0.107142858,0.528735638,0.535353541,0.292307705,0.295774639,0.173333332,0.762499988,0.139534891,0.109756097,0.173076928,0.284848481,0.178807944,0.493150681,0.079999998,0.226415098,0.432432443,0.513157904,0.721518993,0.206896558,0.268817216,0.132231399,0.712499976,0.839506149,0.375,0.272727281,0.416666657,0.190909088,0.128205135
Isobavachalcone,0.419753075,0.287878782,0.597222209,0.086206898,0.149350643,0.456310689,0.566265047,0.193548381,0.587499976,0.105263159,0.181818187,0.24242425,0.140350878,0.114285715,0.435294122,0.43589744,0.125,0.134020612,0.146666661,0.573170722,0.44339624,0.444444448,0.293478251,0.197368428,0.155555561,0.671428561,0.573170722,0.420289844,0.581081092,0.275362313,0.363636374,0.484848499,0.185185179,0.466666669,0.206896558,0.685714304,0.435294122,0.178571433,0.225806445,0.398058265,0.238461539,0.566265047,0.185185179,0.114285715,0.635135114,1,0.357142866,0.240384609,0.260273963,0.456310689,0.5,0.959183693,0.686567187,0.818181813,0.421875,0.372340411,0.188405797,0.172413796,0.203389823,0.148936167,0.254098356,0.202898547,0.465753436,0.159420297,0.643835604,0.521126747,0.32631579,0.620253146,0.413793117,0.09589041,0.482758611,0.327272713,0.086206898,0.196721315,0.257142872,0.626666665,0.573170722,0.521126747,0.5090909,0.318181813,0.134020612,0.396551728,0.432835817,0.159663871,0.232558146,0.113924049,0.380952388,0.508771956,0.716417909,0.435483873,0.224719107,0.200000003,0.142857149,0.521126747,0.600000024,0.196721315,0.107142858,0.106870227,0.444444448,0.43589744,0.573170722,0.471428573,0.451923072,0.342857152,0.166666672,0.486486495,0.433333337,0.23931624,0.238461539,0.150375932,0.685714304,0.190476194,0.172413796,0.164705887,0.227272734,0.183206111,0.365079373,0.137254909,0.186206892,0.482142866,0.508196712,0.686567187,0.188405797,0.283783793,0.163265303,0.676470578,0.594936728,0.271844655,0.328358203,0.32432431,0.136842102,0.140350878
3-O-Caffeoylquinic acid,0.297029704,0.328947365,0.488636374,0.053333335,0.19135803,0.418803424,0.364485979,0.184210524,0.489583343,0.215384617,0.094594598,0.306666672,0.246153846,0.446153849,0.393939406,0.802816927,0.333333343,0.431818187,0.13333334,0.367924541,0.432203382,0.550724626,0.25,0.465753436,0.211267605,0.343434334,0.367924541,0.425000012,0.414893627,0.386666656,0.344444454,0.540540516,0.178947374,0.333333343,0.264705896,0.395833343,0.393939406,0.138888896,0.314285725,0.290322572,0.36153847,0.41747573,0.178947374,0.424242437,0.370000005,0.357142866,1,0.218487397,0.21348314,0.418803424,0.533333361,0.365853667,0.357894748,0.36470589,0.407894731,0.435643554,0.216216221,0.135135129,0.260869563,0.117117114,0.495575219,0.356164396,0.413793117,0.352112681,0.373737365,0.377777785,0.463917524,0.333333343,0.361111104,0.263157904,0.569230795,0.253521115,0.053333335,0.253521115,0.16853933,0.452631593,0.464646459,0.377777785,0.523076952,0.222222224,0.448275864,0.366197169,0.43589744,0.231999993,0.418604642,0.253012061,0.410958916,0.324675322,0.364583343,0.3125,0.470588237,0.261538476,0.230769232,0.377777785,0.31764707,0.236111104,0.181818187,0.141843975,0.403846145,0.802816927,0.367924541,0.565789461,0.415254235,0.23595506,0.131578952,0.384615391,0.407766998,0.400000006,0.36153847,0.23357664,0.395833343,0.229729727,0.135135129,0.493506491,0.385135144,0.248175189,0.360000014,0.072463766,0.305555552,0.319999993,0.367088616,0.357894748,0.441176474,0.275862068,0.160714284,0.354166657,0.339622647,0.278260857,0.296296299,0.34710744,0.409090906,0.246153846
